	new_el	N_Z	N	Z	A	el	o	ME_keV	ME_unc_keV	BE_keV	BE_unc_keV	B	Q_keV	Q_unc_keV	mass_micro_u	mass_unc_micro_u	extrapol	mass_prec
26		-2	3	5	8	B		22921.569	1.0	4717.1551	0.125	B-	-12142.7002	18.2704	8024607.315	1.073	False	2.761753029426762
27		-4	2	6	8	C		35064.269	18.243	3101.5242	2.2804	B-			8037643.039	19.584	False	2.559158278214453
28	0.0	5	7	2	9	He		40935.826	46.816	3349.038	5.2018	B-	15980.9213	46.8169	9043946.414	50.259	False	2.4932398777911144
29		3	6	3	9	Li	-3n	24954.905	0.186	5037.7685	0.0207	B-	13606.4541	0.2014	9026790.191	0.2	False	2.8693265934337244
30		1	5	4	9	Be		11348.451	0.076	6462.6693	0.0085	B-	-1068.0349	0.8994	9012183.062	0.082	False	2.9185879075748202
31		-1	4	5	9	B	-	12416.486	0.903	6257.0713	0.1003	B-	-16494.4854	2.3195	9013329.645	0.969	False	2.7754412610268497
32		-3	3	6	9	C	-pp	28910.971	2.137	4337.4233	0.2374	B-			9031037.202	2.293	False	2.7203948103598163
33	0.0	6	8	2	10	He	-nn	49197.147	92.848	2995.134	9.2848	B-	16144.5191	93.7152	10052815.306	99.676	False	2.444209504884079
34		4	7	3	10	Li	-n	33052.628	12.721	4531.3512	1.2721	B-	20445.1411	12.7216	10035483.453	13.656	False	2.603242031409676
35		2	6	4	10	Be		12607.487	0.081	6497.6306	0.0081	B-	556.8759	0.0822	10013534.692	0.086	False	2.921701170095118
36		0	5	5	10	B		12050.611	0.015	6475.0835	0.0015	B-	-3648.0623	0.0687	10012936.862	0.016	False	3.008379709383491
37		-2	4	6	10	C		15698.673	0.07	6032.0426	0.007	B-	-23101.3545	400.0	10016853.217	0.075	False	2.9290606373188575
38		-4	3	7	10	N	--	38800.027	400.0	3643.6724	40.0	B-			10041653.54	429.417	False	2.308549657470574
39	0.0	5	8	3	11	Li	x	40728.259	0.615	4155.3817	0.0559	B-	20551.0898	0.6591	11043723.581	0.66	False	2.81138195622413
40		3	7	4	11	Be		20177.169	0.238	5952.5402	0.0216	B-	11509.4607	0.238	11021661.08	0.255	False	2.8668679627045126
41		1	6	5	11	B		8667.708	0.012	6927.7323	0.0011	B-	-1981.6889	0.0608	11009305.166	0.013	False	3.023204303829421
42		-1	5	6	11	C		10649.397	0.06	6676.4563	0.0054	B-	-13716.2469	5.0008	11011432.597	0.064	False	2.9425064189563663
43		-3	4	7	11	N	-p	24365.644	5.0	5358.4023	0.4546	B-	-23373.2693	60.2459	11026157.593	5.368	False	2.6765819328802785
44		-5	3	8	11	O	-pp	47738.913	60.038	3162.4372	5.458	B-			11051249.828	64.453	False	2.4892403963717062
45	0.0	6	9	3	12	Li	-n	49009.577	30.006	3791.5999	2.5005	B-	23931.8152	30.0669	12052613.942	32.213	False	2.5519749387723154
46		4	8	4	12	Be		25077.761	1.909	5720.7223	0.159	B-	11708.3636	2.3214	12026922.082	2.048	False	2.7463598900723274
47		2	7	5	12	B		13369.398	1.321	6631.2237	0.1101	B-	13369.3979	1.3214	12014352.638	1.418	False	2.769607101504888
48		0	6	6	12	C		0.0	0.0	7680.1446	0.0002	B-	-17338.0681	0.9999	12000000.0	0.0	False	inf
49		-2	5	7	12	N		17338.068	1.0	6170.11	0.0833	B-	-14675.2668	12.0418	12018613.18	1.073	False	2.7869543310406026
50		-4	4	8	12	O	-pp	32013.335	12.0	4881.9755	1.0	B-			12034367.726	12.882	False	2.62085306892845
51	0.0	7	10	3	13	Li	-nn	56980.895	70.003	3507.6307	5.3848	B-	23321.8152	70.7391	13061171.503	75.15	False	2.4903640861215206
52		5	9	4	13	Be	-n	33659.08	10.18	5241.4359	0.7831	B-	17097.1315	10.2295	13036134.506	10.929	False	2.638472575124969
53		3	8	5	13	B	-nn	16561.948	1.0	6496.4194	0.0769	B-	13436.9387	1.0001	13017779.981	1.073	False	2.7918623008022356
54		1	7	6	13	C		3125.00933	0.00023	7469.8495	0.0002	B-	-2220.4718	0.2695	13003354.83534	0.00025	False	3.2057811662880296
55		-1	6	7	13	N	-p	5345.481	0.27	7238.8634	0.0207	B-	-17769.9506	9.5301	13005738.609	0.289	False	2.869161164167043
56		-3	5	8	13	O	+3n	23115.432	9.526	5811.7636	0.7328	B-	-18915.0	500.0	13024815.435	10.226	False	2.6431513290932025
57		-5	4	9	13	F	x	42030.0	500.0	4297.0	38.0	B-			13045121.0	537.0	True	
58	0.0	6	10	4	14	Be	x	39954.502	132.245	4993.8973	9.4461	B-	16290.8166	133.9357	14042892.92	141.97	False	2.442521908434057
59		4	9	5	14	B		23663.686	21.213	6101.6451	1.5152	B-	20643.7926	21.2133	14025404.01	22.773	False	2.5900775368428977
60		2	8	6	14	C		3019.89328	0.00375	7520.3198	0.0004	B-	156.4765	0.0037	14003241.98862	0.00403	False	3.089622733961243
61		0	7	7	14	N		2863.41683	0.00022	7475.6148	0.0002	B-	-5144.3643	0.0252	14003074.00425	0.00024	False	3.210426593222865
62		-2	6	8	14	O		8007.781	0.025	7052.2783	0.0018	B-	-23956.6215	41.1187	14008596.706	0.027	False	2.99908166619742
63		-4	5	9	14	F	-p	31964.403	41.119	5285.2091	2.9371	B-			14034315.196	44.142	False	2.5392057597347226
64	0.0	7	11	4	15	Be	-n	49825.821	165.797	4540.9708	11.0532	B-	20868.4411	167.1256	15053490.215	177.99	False	2.4288117638464843
65		5	10	5	15	B		28957.379	21.029	5880.0438	1.4019	B-	19084.2343	21.0442	15031087.023	22.575	False	2.595910311655146
66		3	9	6	15	C	-n	9873.145	0.8	7100.1696	0.0533	B-	9771.7071	0.8	15010599.256	0.858	False	2.814055607138991
67		1	8	7	15	N		101.43809	0.00058	7699.4603	0.0002	B-	-2754.1841	0.4902	15000108.89827	0.00062	False	3.174269976378648
68		-1	7	8	15	O		2855.622	0.49	7463.6915	0.0327	B-	-13711.13	14.0086	15003065.636	0.526	False	2.8429434514868186
69		-3	6	9	15	F	-p	16566.752	14.0	6497.4597	0.9333	B-	-23648.6215	68.1377	15017785.139	15.029	False	2.625737880031158
70		-5	5	10	15	Ne	-pp	40215.374	66.684	4868.7285	4.4456	B-			15043172.977	71.588	False	2.5059754164736034
71	0.0	8	12	4	16	Be	-nn	57447.139	165.797	4285.2851	10.3623	B-	20335.4399	167.6075	16061672.036	177.99	False	2.434509357726206
72		6	11	5	16	B		37111.699	24.566	5507.3535	1.5354	B-	23417.5656	24.8254	16039841.045	26.373	False	2.589134936534288
73		4	10	6	16	C	-nn	13694.133	3.578	6922.0546	0.2236	B-	8010.226	4.254	16014701.255	3.84	False	2.724156155761319
74		2	9	7	16	N	-n	5683.907	2.301	7373.7971	0.1438	B-	10420.9094	2.3014	16006101.925	2.47	False	2.7526578164485773
75		0	8	8	16	O		-4737.00217	0.0003	7976.2072	0.0002	B-	-15412.184	5.3642	15994914.61926	0.00032	False	3.204167017004269
76		-2	7	9	16	F		10675.182	5.364	6964.049	0.3353	B-	-13311.5932	21.1709	16011460.278	5.758	False	2.6972066280924865
77		-4	6	10	16	Ne	--	23986.775	20.48	6083.1777	1.28	B-			16025750.86	21.986	False	2.602637945443291
78	0.0	7	12	5	17	B	x	43716.322	204.104	5269.6677	12.0061	B-	22684.4422	204.841	17046931.399	219.114	False	2.421424337472055
79		5	11	6	17	C	2p-n	21031.88	17.365	6558.0262	1.0215	B-	13161.8007	22.9464	17022578.65	18.641	False	2.619196234553646
80		3	10	7	17	N	+p	7870.079	15.0	7286.2294	0.8824	B-	8678.843	15.0	17008448.876	16.103	False	2.629743748354237
81		1	9	8	17	O		-808.76421	0.00064	7750.7291	0.0002	B-	-2760.4655	0.2479	16999131.75595	0.00069	False	3.1750280818806678
82		-1	8	9	17	F		1951.701	0.248	7542.3284	0.0146	B-	-14548.7507	0.4323	17002095.237	0.266	False	2.8888765358231114
83		-3	7	10	17	Ne		16500.452	0.354	6640.4991	0.0208	B-	-18219.1277	59.6167	17017713.962	0.38	False	2.868884176929994
84		-5	6	11	17	Na	x	34719.58	59.616	5522.7653	3.5068	B-			17037273.0	64.0	False	2.5250909168423155
85	0.0	8	13	5	18	B	-n	51792.64	204.165	4976.6306	11.3425	B-	26873.3742	206.3572	18055601.683	219.18	False	2.426489199026839
86		6	12	6	18	C	++	24919.266	30.0	6426.1321	1.6667	B-	11806.0982	35.2821	18026751.93	32.206	False	2.5828810546838077
87		4	11	7	18	N	+	13113.167	18.57	7038.5627	1.0316	B-	13895.9838	18.5695	18014077.563	19.935	False	2.618430852942193
88		2	10	8	18	O		-782.81634	0.00064	7767.0981	0.0002	B-	-1655.9288	0.4633	17999159.61214	0.00069	False	3.177414233638281
89		0	9	9	18	F		873.112	0.463	7631.6383	0.0257	B-	-4444.5049	0.5888	18000937.324	0.497	False	2.856763246093078
90		-2	8	10	18	Ne		5317.617	0.363	7341.2577	0.0202	B-	-19720.3745	93.8819	18005708.696	0.39	False	2.870611580494509
91		-4	7	11	18	Na		25037.992	93.881	6202.2176	5.2156	B-			18026879.388	100.785	False	2.492741292524414
92	0.0	9	14	5	19	B	x	59770.251	525.363	4719.6346	27.6507	B-	27356.4961	534.4964	19064166.0	564.0	False	2.344520076271149
93		7	13	6	19	C	-n	32413.754	98.389	6118.274	5.1784	B-	16557.4995	99.7475	19034797.594	105.625	False	2.49336116185998
94		5	12	7	19	N	p-2n	15856.255	16.404	6948.5452	0.8634	B-	12523.3972	16.6143	19017022.389	17.61	False	2.631340353683624
95		3	11	8	19	O	-n	3332.858	2.637	7566.4952	0.1388	B-	4820.3029	2.637	19003577.969	2.83	False	2.7549249524775945
96		1	10	9	19	F		-1487.44512	0.00082	7779.0192	0.0002	B-	-3239.4986	0.1601	18998403.16207	0.00088	False	3.1694945599126645
97		-1	9	10	19	Ne	+3n	1752.054	0.16	7567.3431	0.0084	B-	-11177.331	10.5364	19001880.906	0.171	False	2.9191827212319366
98		-3	8	11	19	Na		12929.384	10.535	6937.8864	0.5545	B-	-18909.0095	60.9189	19013880.264	11.309	False	2.66270974576079
99		-5	7	12	19	Mg	-pp	31838.394	60.001	5901.4992	3.1579	B-			19034179.92	64.413	False	2.5334135506704016
100	0.0	10	15	5	20	B	-n	69401.569	546.357	4405.6529	27.3178	B-	31898.0019	593.0377	20074505.644	586.538	False	2.345713903319066
101		8	14	6	20	C	x	37503.567	230.625	5961.4356	11.5312	B-	15737.0689	243.7459	20040261.732	247.585	False	2.424935454713181
102		6	13	7	20	N	x	21766.498	78.894	6709.1717	3.9447	B-	17970.3261	78.8991	20023367.295	84.696	False	2.515544330932309
103		4	12	8	20	O	-nn	3796.172	0.885	7568.5707	0.0442	B-	3813.6349	0.8854	20004075.357	0.95	False	2.8251064466660822
104		2	11	9	20	F	-n	-17.463	0.03	7720.1351	0.0015	B-	7024.4689	0.0297	19999981.252	0.031	False	3.0098821880861832
105		0	10	10	20	Ne		-7041.93217	0.00154	8032.2412	0.0002	B-	-13892.4207	1.109	19992440.17525	0.00165	False	3.144921153697166
106		-2	9	11	20	Na		6850.489	1.109	7298.5028	0.0554	B-	-10627.2054	2.1681	20007354.301	1.19	False	2.8116686305198373
107		-4	8	12	20	Mg	+t	17477.694	1.863	6728.0252	0.0931	B-			20018763.075	2.0	False	2.780000770324999
108	0.0	11	16	5	21	B	-nn	78382.887	558.664	4152.5265	26.6031	B-	32740.0	817.0	21084147.485	599.75	False	2.3482770445916294
109		9	15	6	21	C	x	45643.0	596.0	5674.0	28.0	B-	20411.0	611.0	21049000.0	640.0	True	
110		7	14	7	21	N	x	25231.915	134.048	6609.0159	6.3832	B-	17169.8816	134.584	21027087.573	143.906	False	2.475879505807235
111		5	13	8	21	O	-3n	8062.034	12.0	7389.3747	0.5714	B-	8109.639	12.1342	21008654.948	12.882	False	2.660582146972623
112		3	12	9	21	F	-nn	-47.605	1.8	7738.2934	0.0857	B-	5684.1712	1.8004	20999948.893	1.932	False	2.785102276750605
113		1	11	10	21	Ne		-5731.776	0.038	7971.7136	0.0018	B-	-3546.919	0.0177	20993846.685	0.041	False	2.998424802942613
114		-1	10	11	21	Na		-2184.857	0.042	7765.5581	0.002	B-	-13088.708	0.7557	20997654.459	0.045	False	2.9937810755162317
115		-3	9	12	21	Mg	x	10903.851	0.755	7105.0317	0.0359	B-	-16186.0	600.0	21011705.764	0.81	False	2.837399352194422
116		-5	8	13	21	Al	x	27090.0	600.0	6297.0	29.0	B-			21029082.0	644.0	True	
117	0.0	10	16	6	22	C	-nn	53611.203	231.49	5421.0778	10.5223	B-	21846.3983	311.0627	22057553.99	248.515	False	2.433057278000605
118		8	15	7	22	N	x	31764.805	207.779	6378.5347	9.4445	B-	22481.7725	215.435	22034100.918	223.06	False	2.4424045171439426
119		6	14	8	22	O	-4n	9283.032	56.921	7364.8722	2.5873	B-	6489.6562	58.2558	22009965.744	61.107	False	2.5490059706801573
120		4	13	9	22	F	+	2793.376	12.399	7624.2954	0.5636	B-	10818.0916	12.399	22002998.812	13.31	False	2.6615296170347036
121		2	12	10	22	Ne		-8024.716	0.018	8080.4656	0.0008	B-	-2843.3243	0.1325	21991385.113	0.018	False	3.0408750736920838
122		0	11	11	22	Na		-5181.391	0.132	7915.6624	0.006	B-	-4781.4051	0.1631	21994437.547	0.141	False	2.93732401876851
123		-2	10	12	22	Mg		-399.986	0.159	7662.7645	0.0072	B-	-18601.0	401.0	21999570.597	0.17	False	2.9273726123370487
124		-4	9	13	22	Al	x	18201.0	401.0	6782.0	18.0	B-	-15439.0	641.0	22019540.0	430.0	True	
125		-6	8	14	22	Si	x	33640.0	500.0	6044.0	23.0	B-			22036114.0	537.0	True	
126	0.0	11	17	6	23	C	x	64171.0	997.0	5077.0	43.0	B-	27450.0	1082.0	23068890.0	1070.0	True	
127		9	16	7	23	N	x	36720.429	420.57	6236.6721	18.2856	B-	22099.0584	437.8271	23039421.0	451.5	False	2.3832560854471265
128		7	15	8	23	O	x	14621.371	121.712	7163.4856	5.2918	B-	11336.1072	126.1904	23015696.686	130.663	False	2.4914738315859886
129		5	14	9	23	F		3285.263	33.32	7622.3447	1.4487	B-	8439.3084	33.3206	23003526.875	35.77	False	2.5933161538972223
130		3	13	10	23	Ne	-n	-5154.045	0.104	7955.2561	0.0045	B-	4375.8085	0.1044	22994466.905	0.112	False	2.951781461431293
131		1	12	11	23	Na		-9529.85352	0.00181	8111.4936	0.0002	B-	-4056.179	0.0317	22989769.28195	0.00194	False	3.143963776726417
132		-1	11	12	23	Mg	-	-5473.675	0.032	7901.1229	0.0014	B-	-12221.7457	0.3461	22994123.768	0.034	False	3.0122030823487167
133		-3	10	13	23	Al	--	6748.071	0.345	7335.7275	0.015	B-	-17202.0	500.0	23007244.351	0.37	False	2.8873433975620433
134		-5	9	14	23	Si	x	23950.0	500.0	6554.0	22.0	B-			23025711.0	537.0	True	
135	0.0	10	17	7	24	N	x	46938.0	401.0	5887.0	17.0	B-	28438.0	433.0	24050390.0	430.0	True	
136		8	16	8	24	O	x	18500.404	164.874	7039.6855	6.8698	B-	10955.8885	191.6327	24019861.0	177.0	False	2.4696442576981057
137		6	15	9	24	F	x	7544.516	97.67	7463.5831	4.0696	B-	13496.1583	97.6717	24008099.37	104.853	False	2.512954799909506
138		4	14	10	24	Ne	-nn	-5951.642	0.513	7993.3252	0.0214	B-	2466.2583	0.513	23993610.649	0.55	False	2.8673950893942037
139		2	13	11	24	Na	-n	-8417.901	0.017	8063.4882	0.0007	B-	5515.6774	0.021	23990963.012	0.017	False	3.047742472184472
140		0	12	12	24	Mg		-13933.578	0.013	8260.7103	0.0006	B-	-13884.766	0.2282	23985041.689	0.013	False	3.060383922006429
141		-2	11	13	24	Al		-48.812	0.228	7649.5806	0.0095	B-	-10793.9978	19.4734	23999947.598	0.244	False	2.9125761423767287
142		-4	10	14	24	Si	--	10745.186	19.472	7167.2329	0.8113	B-	-23275.0	501.0	24011535.43	20.904	False	2.6357736863217114
143		-6	9	15	24	P	x	34020.0	500.0	6165.0	21.0	B-			24036522.0	537.0	True	
144	0.0	11	18	7	25	N	x	55983.0	503.0	5613.0	20.0	B-	28654.0	529.0	25060100.0	540.0	True	
145		9	17	8	25	O	-n	27329.03	165.084	6727.8058	6.6034	B-	15994.8633	191.1909	25029338.919	177.225	False	2.4730144790476674
146		7	16	9	25	F	x	11334.167	96.442	7336.3065	3.8577	B-	13369.6698	100.7212	25012167.727	103.535	False	2.5172902008773574
147		5	15	10	25	Ne		-2035.503	29.045	7839.7994	1.1618	B-	7322.3107	29.0701	24997814.797	31.181	False	2.609664566232355
148		3	14	11	25	Na	-nn	-9357.814	1.2	8101.3979	0.048	B-	3834.9684	1.2009	24989953.974	1.288	False	2.8202409674005113
149		1	13	12	25	Mg		-13192.782	0.047	8223.5028	0.0019	B-	-4276.808	0.0447	24985836.966	0.05	False	2.9972087817037814
150		-1	12	13	25	Al		-8915.974	0.065	8021.1366	0.0026	B-	-12743.2956	10.0002	24990428.308	0.069	False	2.981006997693495
151		-3	11	14	25	Si	+3n	3827.322	10.0	7480.1109	0.4	B-	-16363.0	400.0	25004108.798	10.735	False	2.6851937232619245
152		-5	10	15	25	P	x	20190.0	400.0	6794.0	16.0	B-			25021675.0	429.0	True	
153	0.0	10	18	8	26	O	-nn	34661.041	164.95	6497.479	6.3442	B-	15986.3855	196.6301	26037210.155	177.081	False	2.4764064567618456
154		8	17	9	26	F		18674.655	107.027	7082.2497	4.1164	B-	18193.5414	108.6022	26020048.065	114.898	False	2.5120623322222917
155		6	16	10	26	Ne	x	481.114	18.429	7751.911	0.7088	B-	7341.894	18.7585	26000516.496	19.784	False	2.6453768500875703
156		4	15	11	26	Na	x	-6860.78	3.502	8004.2013	0.1347	B-	9353.7631	3.5018	25992634.649	3.759	False	2.7567877168089625
157		2	14	12	26	Mg		-16214.544	0.029	8333.8711	0.0011	B-	-4004.4042	0.0629	25982592.972	0.031	False	3.0227006091209225
158		0	13	13	26	Al		-12210.139	0.066	8149.7653	0.0026	B-	-5069.1361	0.0849	25986891.876	0.071	False	2.981540962157473
159		-2	12	14	26	Si	-	-7141.003	0.108	7924.7083	0.0041	B-	-18114.0	196.0	25992333.818	0.115	False	2.956790559675391
160		-4	11	15	26	P	x	10973.0	196.0	7198.0	8.0	B-	-16707.0	631.0	26011780.0	210.0	True	
161		-6	10	16	26	S	x	27680.0	600.0	6525.0	23.0	B-			26029716.0	644.0	True	
162	0.0	11	19	8	27	O	x	44670.0	500.0	6185.0	19.0	B-	19536.0	514.0	27047955.0	537.0	True	
163		9	18	9	27	F		25133.478	120.198	6879.6662	4.4518	B-	18082.568	150.6211	27026981.897	129.037	False	2.505709354417562
164		7	17	10	27	Ne	x	7050.91	90.77	7520.4151	3.3619	B-	12568.7005	90.8467	27007569.462	97.445	False	2.528312472854264
165		5	16	11	27	Na	++	-5517.791	3.726	7956.9467	0.138	B-	9068.8037	3.7266	26994076.408	4.0	False	2.755241223610509
166		3	15	12	27	Mg		-14586.594	0.047	8263.8525	0.0018	B-	2610.2694	0.0669	26984340.647	0.05	False	3.0010431236526083
167		1	14	13	27	Al		-17196.864	0.047	8331.5533	0.0018	B-	-4812.3583	0.0964	26981538.408	0.05	False	3.0010379585308176
168		-1	13	14	27	Si	-	-12384.505	0.107	8124.342	0.004	B-	-11725.473	9.0013	26986704.687	0.115	False	2.9587403326257466
169		-3	12	15	27	P	-p	-659.032	9.001	7661.0894	0.3334	B-	-18150.0	400.0	26999292.499	9.662	False	2.6975364955359624
170		-5	11	16	27	S	-	17491.0	400.0	6960.0	15.0	B-			27018777.0	430.0	True	
171	0.0	12	20	8	28	O	x	52080.0	699.0	5988.0	25.0	B-	18676.0	709.0	28055910.0	750.0	True	
172		10	19	9	28	F	-n	33403.796	120.347	6626.8567	4.2981	B-	22104.0579	174.2886	28035860.448	129.198	False	2.5085946007722004
173		8	18	10	28	Ne	x	11299.738	126.068	7388.3463	4.5024	B-	12288.0534	126.4833	28012130.767	135.339	False	2.504739135626789
174		6	17	11	28	Na	x	-988.315	10.246	7799.2644	0.3659	B-	14031.6303	10.2498	27998939.0	11.0	False	2.6912282963555616
175		4	16	12	28	Mg	x	-15019.946	0.261	8272.4531	0.0093	B-	1830.774	0.2653	27983875.426	0.28	False	2.9134427148733457
176		2	15	13	28	Al	-n	-16850.719	0.049	8309.8969	0.0018	B-	4642.0776	0.0486	27981910.009	0.052	False	3.0008979260003046
177		0	14	14	28	Si		-21492.79711	0.00051	8447.7445	0.0002	B-	-14344.9407	1.1473	27976926.53442	0.00055	False	3.204877623846654
178		-2	13	15	28	P		-7147.856	1.147	7907.4842	0.041	B-	-11221.0593	160.0041	27992326.46	1.231	False	2.8296549102382134
179		-4	12	16	28	S	--	4073.203	160.0	7478.7911	5.7143	B-	-24197.0	525.0	28004372.762	171.767	False	2.4850509992638075
180		-6	11	17	28	Cl	-p	28270.0	500.0	6587.0	18.0	B-			28030349.0	537.0	True	
181	0.0	11	20	9	29	F	x	40150.19	525.363	6444.0314	18.116	B-	21750.3873	546.2212	29043103.0	564.0	False	2.384094786578761
182		9	19	10	29	Ne	x	18399.803	149.505	7167.0673	5.1553	B-	15719.8092	149.6847	29019753.0	160.5	False	2.493634563120165
183		7	18	11	29	Na		2679.994	7.337	7682.1522	0.253	B-	13292.3538	7.3447	29002877.091	7.876	False	2.7159578816393757
184		5	17	12	29	Mg		-10612.36	0.345	8113.5317	0.0119	B-	7595.4023	0.4873	28988607.163	0.369	False	2.9002875496080764
185		3	16	13	29	Al	x	-18207.762	0.345	8348.4647	0.0119	B-	3687.3192	0.3447	28980453.164	0.37	False	2.900123191369211
186		1	15	14	29	Si		-21895.08154	0.00056	8448.6361	0.0002	B-	-4942.2325	0.3589	28976494.66434	0.0006	False	3.2027698749087836
187		-1	14	15	29	P		-16952.849	0.359	8251.2368	0.0124	B-	-13858.4257	13.0459	28981800.368	0.385	False	2.8979369893507
188		-3	13	16	29	S	x	-3094.423	13.041	7746.3826	0.4497	B-	-17117.0	189.0	28996678.0	14.0	False	2.677153406484704
189		-5	12	17	29	Cl	-p	14022.0	189.0	7129.0	7.0	B-	-23947.0	478.0	29015053.0	203.0	True	
190		-7	11	18	29	Ar	-pp	37969.0	439.0	6276.0	15.0	B-			29040761.0	471.0	True	
191	0.0	12	21	9	30	F	x	48960.0	500.0	6205.0	17.0	B-	25680.0	561.0	30052561.0	537.0	True	
192		10	20	10	30	Ne		23280.12	253.25	7034.5317	8.4417	B-	14805.4501	253.2946	30024992.235	271.875	False	2.452056120204489
193		8	19	11	30	Na		8474.67	4.727	7501.9685	0.1576	B-	17356.0423	4.9011	30009097.931	5.074	False	2.746814508633716
194		6	18	12	30	Mg		-8881.373	1.295	8054.425	0.0432	B-	6982.744	2.3287	29990465.454	1.39	False	2.826549206984445
195		4	17	13	30	Al		-15864.116	1.936	8261.1049	0.0645	B-	8568.8459	1.9357	29982969.171	2.077	False	2.802463951308285
196		2	16	14	30	Si	-n	-24432.962	0.022	8520.6549	0.0008	B-	-4232.1065	0.0615	29973770.137	0.023	False	3.0439553384513287
197		0	15	15	30	P	-	-20200.856	0.065	8353.5064	0.0022	B-	-6141.6014	0.1956	29978313.49	0.069	False	2.9901986698172562
198		-2	14	16	30	S	-	-14059.254	0.206	8122.7081	0.0069	B-	-18733.802	23.8769	29984906.77	0.221	False	2.9299021070187674
199		-4	13	17	30	Cl	-p	4674.548	23.876	7472.1698	0.7959	B-	-17397.0	180.0	30005018.333	25.631	False	2.6371320951838917
200		-6	12	18	30	Ar	-pp	22071.0	179.0	6866.0	6.0	B-			30023694.0	192.0	True	
201	0.0	13	22	9	31	F	-nn	56843.0	535.0	6011.0	17.0	B-	25661.0	597.0	31061023.0	574.0	True	
202		11	21	10	31	Ne		31181.594	266.195	6813.0902	8.5869	B-	18935.5625	266.5617	31033474.816	285.772	False	2.4506069777122237
203		9	20	11	31	Na	x	12246.031	13.972	7398.6778	0.4507	B-	15368.1833	14.3065	31013146.654	15.0	False	2.6770321816390865
204		7	19	12	31	Mg	x	-3122.152	3.074	7869.1886	0.0992	B-	11828.5569	3.8009	30996648.232	3.3	False	2.776049425005594
205		5	18	13	31	Al	x	-14950.709	2.236	8225.518	0.0721	B-	7998.3286	2.236	30983949.754	2.4	False	2.7956648547094796
206		3	17	14	31	Si	-n	-22949.037	0.043	8458.2916	0.0014	B-	1491.5071	0.0434	30975363.196	0.046	False	3.0119902236119405
207		1	16	15	31	P		-24440.54442	0.00075	8481.1677	0.0002	B-	-5398.013	0.2292	30973761.99768	0.0008	False	3.193744659862413
208		-1	15	16	31	S		-19042.531	0.229	8281.8013	0.0074	B-	-12007.979	3.4541	30979557.002	0.246	False	2.925913802590187
209		-3	14	17	31	Cl	--	-7034.552	3.447	7869.2101	0.1112	B-	-18360.0	200.0	30992448.097	3.7	False	2.7688894698942867
210		-5	13	18	31	Ar	-	11325.0	200.0	7252.0	6.0	B-	-22935.0	361.0	31012158.0	215.0	True	
211		-7	12	19	31	K	x	34260.0	300.0	6487.0	10.0	B-			31036780.0	322.0	True	
212	0.0	12	22	10	32	Ne	x	36999.0	503.0	6671.0	16.0	B-	18359.0	504.0	32039720.0	540.0	True	
213		10	21	11	32	Na	x	18640.152	37.26	7219.8815	1.1644	B-	19469.0523	37.4021	32020011.024	40.0	False	2.609554377269421
214		8	20	12	32	Mg	x	-828.901	3.26	7803.8411	0.1019	B-	10270.4677	7.8787	31999110.138	3.5	False	2.774365622847329
215		6	19	13	32	Al	x	-11099.368	7.173	8100.3449	0.2241	B-	12978.3208	7.1787	31988084.338	7.7	False	2.7239008267799836
216		4	18	14	32	Si	x	-24077.689	0.298	8481.469	0.0093	B-	227.1872	0.3008	31974151.538	0.32	False	2.9134301172906336
217		2	17	15	32	P	-n	-24304.876	0.04	8464.1203	0.0013	B-	1710.6608	0.04	31973907.643	0.042	False	3.0180081341356777
218		0	16	16	32	S		-26015.53714	0.00131	8493.1301	0.0002	B-	-12680.8313	0.5617	31972071.17354	0.00141	False	3.1715552132716764
219		-2	15	17	32	Cl		-13334.706	0.562	8072.4058	0.0176	B-	-11134.3536	1.8568	31985684.605	0.603	False	2.878447449903671
220		-4	14	18	32	Ar	x	-2200.352	1.77	7700.0089	0.0553	B-	-24190.0	400.0	31997637.824	1.9	False	2.8117684942825663
221		-6	13	19	32	K	x	21990.0	400.0	6920.0	12.0	B-			32023607.0	429.0	True	
222	0.0	13	23	10	33	Ne	x	46130.0	600.0	6436.0	18.0	B-	22350.0	750.0	33049523.0	644.0	True	
223		11	22	11	33	Na	x	23780.113	449.912	7089.9262	13.6337	B-	18817.24	449.9195	33025529.0	483.0	False	2.4098934399445926
224		9	21	12	33	Mg		4962.873	2.663	7636.4382	0.0807	B-	13460.255	7.4767	33005327.862	2.859	False	2.788813119726028
225		7	20	13	33	Al	x	-8497.382	6.986	8020.6172	0.2117	B-	12016.946	7.0211	32990877.685	7.5	False	2.727646181354618
226		5	19	14	33	Si	x	-20514.328	0.699	8361.0596	0.0212	B-	5823.0223	1.2947	32977976.964	0.75	False	2.8678439348725466
227		3	18	15	33	P	+	-26337.35	1.09	8513.8073	0.033	B-	248.5079	1.09	32971725.692	1.17	False	2.8422405469280347
228		1	17	16	33	S		-26585.8583	0.00134	8497.6304	0.0002	B-	-5582.5182	0.3908	32971458.90862	0.00144	False	3.171963028560178
229		-1	16	17	33	Cl		-21003.34	0.391	8304.7557	0.0118	B-	-11619.0452	0.5596	32977451.988	0.419	False	2.9003891366590193
230		-3	15	18	33	Ar	x	-9384.295	0.401	7928.9559	0.0121	B-	-16925.0	200.0	32989925.545	0.43	False	2.8989836167505754
231		-5	14	19	33	K	x	7540.0	200.0	7392.0	6.0	B-	-23489.0	447.0	33008095.0	215.0	True	
